fight_date,boxer_a,boxer_b,winner,method,round,weight_class,location,source_url
2023-07-15,Rafael Espinoza,Ally Mwerangi,Rafael Espinoza,ko,2,,"Restaurante Arroyo , Mexico City, Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2023-03-25,Rafael Espinoza,Rafael Rosas Ramirez,Rafael Espinoza,tko,3,,"El Domo del Code Jalisco, Guadalajara, Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2022-11-19,Rafael Espinoza,Orlando Garcia Guerrero,Rafael Espinoza,tko,1,,"Arena Astros, Guadalajara, Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2022-06-25,Rafael Espinoza,Gerardo Valenzuela Munoz,Rafael Espinoza,tko,1,,"Palenque Fex, Mexicali , Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2022-04-02,Rafael Espinoza,Jose Gonzalez Ayala,Rafael Espinoza,ko,3,,"PALCCO, Zapopan, Jalisco, Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2022-02-19,Rafael Espinoza,Alie Laurel,Rafael Espinoza,ko,1,,"Plaza Monumental, Tijuana, Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2021-09-25,Rafael Espinoza,Aramis Solis,Rafael Espinoza,ko,1,,"Complejo Deportivo La Inalámbrica, Merida , Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2021-01-16,Rafael Espinoza,Carlos Ornelas,Rafael Espinoza,decision_unanimous,10,,"Grand Hotel , Tijuana , Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2020-06-27,Rafael Espinoza,Luis Guzman Rios,Rafael Espinoza,tko,2,,"Gimnasio TV Azteca, Mexico City , Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2018-07-07,Rafael Espinoza,Diego Andrade Chavez,Rafael Espinoza,tko,5,,"Domo del Parque San Rafael, Guadalajara, Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2018-02-17,Rafael Espinoza,Cristian Cortes Gonzalez,Rafael Espinoza,tko,6,,"Domo del Parque San Rafael, Guadalajara, Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2017-12-09,Rafael Espinoza,Juan Jose Lopez Alcaraz,Rafael Espinoza,tko,6,,"Domo del Parque San Rafael, Guadalajara, Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2016-10-29,Rafael Espinoza,Mario Cruz,Rafael Espinoza,tko,6,,"Arena Coliseo, Guadalajara, Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2016-07-23,Rafael Espinoza,Jesus Marcelino Alvarez,Rafael Espinoza,ko,2,,"Gimnasio Usos Múltiples UdeG, Guadalajara, Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2016-06-04,Rafael Espinoza,Eden Marquez,Rafael Espinoza,ko,1,,"Gimnasio Usos Múltiples UdeG, Guadalajara, Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2016-03-12,Rafael Espinoza,Juan Jose Francisco Marquez Solano,Rafael Espinoza,ko,1,,"Arena Jalisco, Guadalajara , Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2015-05-30,Rafael Espinoza,Karl Garcia,Rafael Espinoza,decision_unanimous,4,,"Florentine Gardens , Hollywood, California , U.S.",https://en.wikipedia.org/wiki/Rafael_Espinoza
2015-03-20,Rafael Espinoza,Agapito Garcia,Rafael Espinoza,ko,1,,"Gimnacio Municipal de Box, Nogales , Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2014-11-07,Rafael Espinoza,Carlos Bacasegua Luzania,Rafael Espinoza,ko,3,,"Forum del Mayo, Navojoa , Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2014-07-11,Rafael Espinoza,Victor Serrano Islas,Rafael Espinoza,tko,5,,"Fantasy Springs Resort Casino , Indio, California , U.S.",https://en.wikipedia.org/wiki/Rafael_Espinoza
2013-11-01,Rafael Espinoza,Luis Macias,Rafael Espinoza,tko,2,,"Auditorio Morelos, Aguascalientes , Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2013-05-18,Rafael Espinoza,Oscar Pena,Rafael Espinoza,decision_unanimous,6,,"Foro Polanco, Polanco , Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2013-02-15,Rafael Espinoza,Victor Valadez,Rafael Espinoza,tko,3,,"El Gran Mexicano, Zapopan , Mexico",https://en.wikipedia.org/wiki/Rafael_Espinoza
2026-03-15,Shokichi Iwata,Knockout CP Freshmart,Shokichi Iwata,tko,8,,"Yokohama Buntai , Yokohama , Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2025-10-04,Shokichi Iwata,Edwin Cano,Shokichi Iwata,ko,7,,"Korakuen Hall, Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2025-03-13,Shokichi Iwata,René Santiago,René Santiago,decision_unanimous,12,,"Ryōgoku Kokugikan , Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2024-10-13,Shokichi Iwata,Jairo Noriega,Shokichi Iwata,tko,3,,"Ariake Arena , Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2024-07-06,Shokichi Iwata,Jahzeel Trinidad,Shokichi Iwata,tko,6,,"Korakuen Hall, Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2024-01-20,Shokichi Iwata,Rene Mark Cuarto,Shokichi Iwata,tko,6,,"Korakuen Hall, Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2023-08-05,Shokichi Iwata,Jayson Brillo,Shokichi Iwata,tko,6,,"Korakuen Hall, Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2023-04-01,Shokichi Iwata,Jerome Baloro,Shokichi Iwata,ko,3,,"Korakuen Hall, Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2022-07-02,Shokichi Iwata,Kenichi Horikawa,Shokichi Iwata,decision_unanimous,12,,"Korakuen Hall, Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2022-03-05,Shokichi Iwata,Toshimasa Ouchi,Shokichi Iwata,ko,1,,"Korakuen Hall, Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2021-11-06,Shokichi Iwata,Rikito Shiba,Shokichi Iwata,tko,9,,"Korakuen Hall, Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2021-06-05,Shokichi Iwata,Toshimasa Ouchi,Shokichi Iwata,decision_unanimous,8,,"Korakuen Hall, Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2020-10-02,Shokichi Iwata,Ryo Narizuka,Shokichi Iwata,tko,7,,"Korakuen Hall, Tokyo, Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2019-11-07,Shokichi Iwata,Alejandro Cruz Valladares,Shokichi Iwata,tko,5,,"Saitama Super Arena , Saitama , Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2019-07-12,Shokichi Iwata,Paolo Sy,Shokichi Iwata,tko,5,,"EDION Arena Osaka , Osaka , Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2019-05-04,Shokichi Iwata,Daiki Kameyama,Shokichi Iwata,decision_unanimous,6,,"Korakuen Hall , Tokyo , Japan",https://en.wikipedia.org/wiki/Shokichi_Iwata
2018-12-08,Shokichi Iwata,Joel Bermudez,Shokichi Iwata,ko,4,,"StubHub Center , Carson, California , U.S.",https://en.wikipedia.org/wiki/Shokichi_Iwata
2025-08-16,Abraham Nova,Raymond Ford,Raymond Ford,decision_unanimous,10,,"anb Arena, Riyadh , Saudi Arabia",https://en.wikipedia.org/wiki/Abraham_Nova
2025-06-07,Abraham Nova,Germán Meraz,Abraham Nova,tko_corner,3,,"Fenway Park , Boston, Massachusetts, U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2024-11-02,Abraham Nova,Humberto Galindo,,decision_split,10,,"Turning Stone Resort & Casino, Verona, New York, U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2023-07-28,Abraham Nova,Jonatan Romero,Abraham Nova,ko,3,,"Palms Casino Resort, Paradise, Nevada, U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2023-01-14,Abraham Nova,Adam Lopez,Abraham Nova,decision_unanimous,10,,"Turning Stone Resort & Casino, Verona, New York, U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2022-06-18,Abraham Nova,Robeisy Ramírez,Robeisy Ramírez,ko,5,,"Hulu Theater , New York City, New York, U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2022-01-15,Abraham Nova,William Encarnación,Abraham Nova,tko,8,,"Turning Stone Resort & Casino, Verona, New York, U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2021-08-14,Abraham Nova,Richard Pumicpic,Abraham Nova,decision_unanimous,8,,"Hard Rock Hotel & Casino , Tulsa, Oklahoma , U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2020-06-25,Abraham Nova,Avery Sparrow,Abraham Nova,decision_unanimous,10,,"MGM Grand Conference Center , Paradise, Nevada , U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2020-01-18,Abraham Nova,Pedro Navarrete,Abraham Nova,tko,4,,"Turning Stone Resort Casino , Verona, New York , U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2019-10-19,Abraham Nova,Sandro Hernandez,Abraham Nova,ko,4,,"Dôme , Charleroi, Belgium",https://en.wikipedia.org/wiki/Abraham_Nova
2019-08-23,Abraham Nova,Luis Castillo,Abraham Nova,ko,1,,"Encore Boston Harbor , Everett, Massachusetts , U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2019-05-10,Abraham Nova,Mario Ezequiel Sayal Lozano,Abraham Nova,tko,2,,"MGM Springfield , Springfield, Massachusetts , U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2018-12-15,Abraham Nova,Brian Pelaez,Abraham Nova,decision_unanimous,8,,"RTL Spiroudome, Charleroi, Belgium",https://en.wikipedia.org/wiki/Abraham_Nova
2018-11-18,Abraham Nova,Sulaiman Segawa,Abraham Nova,decision_unanimous,10,,"Royale Nightclub, Boston, Massachusetts , U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2018-05-19,Abraham Nova,Hassan Nourdine,Abraham Nova,ko,7,,"RTL Spiroudome, Charleroi, Belgium",https://en.wikipedia.org/wiki/Abraham_Nova
2018-04-28,Abraham Nova,Fatiou Fassinou,Abraham Nova,decision_unanimous,6,,"Plainridge Park Casino , Plainville, Massachusetts , U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2018-02-24,Abraham Nova,Tyrome Jones,Abraham Nova,tko,2,,"Mohegan Sun Arena , Uncasville, Connecticut , U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2017-12-16,Abraham Nova,Milan Savic,Abraham Nova,tko,2,,"RTL Spiroudome , Charleroi , Belgium",https://en.wikipedia.org/wiki/Abraham_Nova
2017-10-21,Abraham Nova,Dato Nanava,Abraham Nova,tko,2,,"Andenne Arena, Andenne , Belgium",https://en.wikipedia.org/wiki/Abraham_Nova
2017-06-24,Abraham Nova,Andres Zapata,Abraham Nova,tko,1,,"Hotel Jaragua, Santo Domingo, Dominican Republic",https://en.wikipedia.org/wiki/Abraham_Nova
2017-05-13,Abraham Nova,Martin Nicolas Matamala,Abraham Nova,tko,5,,"Centro de Convenciones, Punta del Este , Uruguay",https://en.wikipedia.org/wiki/Abraham_Nova
2017-03-04,Abraham Nova,Sergio Lucas,Abraham Nova,ko,1,,"Arena Jalisco, Guadalajara , Mexico",https://en.wikipedia.org/wiki/Abraham_Nova
2016-12-10,Abraham Nova,Joshua Santos,Abraham Nova,tko,2,,"Sands Bethlehem Event Center , Bethlehem, Pennsylvania , U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2016-09-23,Abraham Nova,Willy Morillo,Abraham Nova,tko,4,,"Salon de Eventos P.C. Sambil, Santo Domingo , Dominican Republic",https://en.wikipedia.org/wiki/Abraham_Nova
2016-08-21,Abraham Nova,Wilfredo Garriga,Abraham Nova,decision_majority,6,,"Ford Amphitheater , New York City, New York , U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2016-04-29,Abraham Nova,Weusi Johnson,Abraham Nova,tko,1,,"Trump Taj Mahal , Atlantic City, New Jersey , U.S.",https://en.wikipedia.org/wiki/Abraham_Nova
2025-11-29,Cameron Vuong,Gavin Gwynne,,decision_majority,10,,"National Exhibition Centre , Birmingham, England",https://en.wikipedia.org/wiki/Cameron_Vuong
2025-09-06,Cameron Vuong,Reuquen Cona Facundo Arce,Cameron Vuong,pts,8,,"Rainton Meadows Arena, Houghton-le-Spring , England",https://en.wikipedia.org/wiki/Cameron_Vuong
2025-03-28,Cameron Vuong,Jordan Flynn,Cameron Vuong,tko,7,,"Planet Ice, Altrincham , England",https://en.wikipedia.org/wiki/Cameron_Vuong
2024-11-30,Cameron Vuong,Gavin Gwynne,Cameron Vuong,decision_unanimous,10,,"Resorts World Arena, Birmingham, England",https://en.wikipedia.org/wiki/Cameron_Vuong
2024-09-18,Cameron Vuong,Joe Underwood Hughes,Cameron Vuong,pts,8,,"Wembley Arena , London, England",https://en.wikipedia.org/wiki/Cameron_Vuong
2024-06-22,Cameron Vuong,Jeff Ofori,Cameron Vuong,decision_unanimous,10,,"Resorts World Arena , Birmingham , England",https://en.wikipedia.org/wiki/Cameron_Vuong
2024-02-10,Cameron Vuong,Ishmael Ellis,Cameron Vuong,tko,6,,"Indigo at the O2 , London , England",https://en.wikipedia.org/wiki/Cameron_Vuong
2023-12-02,Cameron Vuong,Michal Dufek,Cameron Vuong,tko,4,,"Odyssey Arena , Belfast , Northern Ireland",https://en.wikipedia.org/wiki/Cameron_Vuong
2023-11-11,Cameron Vuong,John Henry Mosquera,Cameron Vuong,pts,6,,"Newcastle Arena , Newcastle , England",https://en.wikipedia.org/wiki/Cameron_Vuong
2023-10-07,Cameron Vuong,Engel Gomez,Cameron Vuong,tko,4,,"Sheffield Arena , Sheffield , England",https://en.wikipedia.org/wiki/Cameron_Vuong
2026-02-05,Dzmitry Asanau,Carlos Ramos,Dzmitry Asanau,tko,7,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2025-09-04,Dzmitry Asanau,Laid Douadi,Dzmitry Asanau,ko,3,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2025-04-10,Dzmitry Asanau,Francesco Patera,Dzmitry Asanau,decision_unanimous,10,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2024-11-07,Dzmitry Asanau,Matías Rueda,Dzmitry Asanau,tko,5,,"Montreal Casino , Montreal , Canada",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2024-08-17,Dzmitry Asanau,Gabriel Camejo,Dzmitry Asanau,decision_unanimous,8,,"Videotron Centre , Quebec City , Canada",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2023-06-03,Dzmitry Asanau,Cristian Avila,Dzmitry Asanau,tko,4,,"Universum Gym, Hamburg, Germany",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2023-02-04,Dzmitry Asanau,Lesther Lara,Dzmitry Asanau,decision_unanimous,8,,"Friedrich-Ebert-Halle , Ludwigshafen , Germany",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2022-11-05,Dzmitry Asanau,Ramiro Blanco,Dzmitry Asanau,decision_unanimous,8,,"Rudolf Weber-Arena , Oberhausen , Germany",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2022-09-10,Dzmitry Asanau,Robin Zamora,Dzmitry Asanau,decision_unanimous,8,,"Universum Gym, Hamburg, Germany",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2022-05-21,Dzmitry Asanau,Marcos Villasana,Dzmitry Asanau,decision_unanimous,8,,"Edel-optics.de Arena , Wilhelmsburg, Hamburg , Germany",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2022-04-23,Dzmitry Asanau,Daniel Ibarguen,Dzmitry Asanau,tko,3,,"Universum Gym, Hamburg, Germany",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2022-02-19,Dzmitry Asanau,Nestor Maradiaga,Dzmitry Asanau,tko,2,,"Universum Gym, Hamburg , Germany",https://en.wikipedia.org/wiki/Dzmitry_Asanau
2025-11-15,Ekow Essuman,Jack Catterall,Jack Catterall,tko,11,,"Tottenham Hotspur Stadium , London, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2025-05-24,Ekow Essuman,Josh Taylor,Ekow Essuman,decision_unanimous,12,,"OVO Hydro , Glasgow , Scotland",https://en.wikipedia.org/wiki/Ekow_Essuman
"2 Nov, 2024",Ekow Essuman,Ben Vaughan,Ekow Essuman,decision_majority,10,,"Resorts World Arena, Birmingham, England",https://en.wikipedia.org/wiki/Ekow_Essuman
"20 Jul, 2024",Ekow Essuman,Owen Cooper,Ekow Essuman,tko,10,,"Manchester Arena, Manchester, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2023-11-18,Ekow Essuman,Harry Scarff,Harry Scarff,decision_unanimous,12,,"Manchester Arena, Manchester, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2023-01-21,Ekow Essuman,Chris Kongo,Ekow Essuman,decision_majority,12,,"Manchester Arena, Manchester, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2022-09-24,Ekow Essuman,Samuel Antwi,Ekow Essuman,decision_unanimous,12,,"Manchester Arena , Manchester, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2022-04-23,Ekow Essuman,Darren Tetley,Ekow Essuman,decision_unanimous,12,,"Wembley Stadium , London, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2021-10-09,Ekow Essuman,Danny Ball,Ekow Essuman,ko,6,,"Arena Birmingham , Birmingham, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2021-07-24,Ekow Essuman,Chris Jenkins,Ekow Essuman,tko,8,,"The SSE Arena , London, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2020-09-12,Ekow Essuman,Cedrick Peynaud,Ekow Essuman,decision_unanimous,10,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2019-11-30,Ekow Essuman,Curtis Felix Jr,Ekow Essuman,tko,8,,"York Hall , London , England",https://en.wikipedia.org/wiki/Ekow_Essuman
2019-10-19,Ekow Essuman,Zygimantas Butkevicius,Ekow Essuman,pts,6,,"Britannia Hotel, Nottingham, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2019-07-06,Ekow Essuman,William Warburton,Ekow Essuman,tko_corner,6,,"Harvey Hadden Sports Village, Nottingham, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2019-03-16,Ekow Essuman,Tyrone Nurse,Ekow Essuman,decision_majority,10,,"Harvey Hadden Sports Village, Nottingham, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2018-10-20,Ekow Essuman,Andy Keates,Ekow Essuman,tko,5,,"Harvey Hadden Sports Village, Nottingham, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2018-09-15,Ekow Essuman,Edvinas Puplauskas,Ekow Essuman,pts,6,,"Britannia Hotel, Nottingham, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2018-03-31,Ekow Essuman,Nelson Altamirano,Ekow Essuman,tko,1,,"Harvey Hadden Sports Village, Nottingham, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2017-12-16,Ekow Essuman,Jordan Grannum,Ekow Essuman,pts,6,,"Bingham Leisure Centre, Bingham, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2017-10-21,Ekow Essuman,Serge Ambomo,Ekow Essuman,pts,8,,"Harvey Hadden Sports Village , Nottingham , England",https://en.wikipedia.org/wiki/Ekow_Essuman
2017-06-24,Ekow Essuman,Arvydas Trizno,Ekow Essuman,pts,4,,"Bingham Leisure Centre, Bingham, England",https://en.wikipedia.org/wiki/Ekow_Essuman
2017-04-22,Ekow Essuman,Casey Blair,Ekow Essuman,tko,3,,"Leicester Arena , Leicester , England",https://en.wikipedia.org/wiki/Ekow_Essuman
2017-02-04,Ekow Essuman,Kevin McCauley,Ekow Essuman,pts,4,,"Bingham Leisure Centre, Bingham , England",https://en.wikipedia.org/wiki/Ekow_Essuman
2016-12-01,Ekow Essuman,Andrej Cepur,Ekow Essuman,pts,4,,"Holiday Inn, Birmingham , England",https://en.wikipedia.org/wiki/Ekow_Essuman
2025-12-17,Ellis Zorro,John Hedges,John Hedges,decision_unanimous,10,,"Indigo at The O2 , London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2025-07-26,Ellis Zorro,Aloys Youmbi,Aloys Youmbi,decision_unanimous,10,,"Bournemouth International Centre, Bournemouth , England",https://en.wikipedia.org/wiki/Ellis_Zorro
2025-04-17,Ellis Zorro,Viktar Chvarkou,Ellis Zorro,pts,6,,"BALLIN' Maidstone, Maidstone , England",https://en.wikipedia.org/wiki/Ellis_Zorro
2023-10-06,Ellis Zorro,Luca D'Ortenzi,Ellis Zorro,decision_unanimous,10,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2023-05-12,Ellis Zorro,Hosea Burton,Ellis Zorro,tko,7,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2022-09-16,Ellis Zorro,Dec Spelman,Ellis Zorro,pts,8,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2022-05-14,Ellis Zorro,Ricky Reeves,Ellis Zorro,decision_unanimous,3,,"Victoria Warehouse, Manchester, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2022-05-14,Ellis Zorro,Jamie Smith,Ellis Zorro,decision_unanimous,3,,"Victoria Warehouse, Manchester, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2022-05-14,Ellis Zorro,James Farrell,Ellis Zorro,decision_unanimous,3,,"Victoria Warehouse , Manchester , England",https://en.wikipedia.org/wiki/Ellis_Zorro
2022-02-12,Ellis Zorro,Ossie Jervier,Ellis Zorro,ko,1,,"Brentwood Centre, Brentwood , England",https://en.wikipedia.org/wiki/Ellis_Zorro
2021-11-12,Ellis Zorro,Tomislav Rudan,Ellis Zorro,tko,2,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2020-03-14,Ellis Zorro,Ossie Jervier,Ellis Zorro,pts,6,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2019-11-30,Ellis Zorro,Dmitrij Kalinovskij,Ellis Zorro,pts,6,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2019-09-07,Ellis Zorro,Jan Hrazdira,Ellis Zorro,tko,5,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2019-06-29,Ellis Zorro,Paweł Strykowski,Ellis Zorro,tko,1,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2019-03-09,Ellis Zorro,Kent Kauppinen,Ellis Zorro,pts,4,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2018-12-01,Ellis Zorro,Krisztian Harangi,Ellis Zorro,tko,1,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2018-09-09,Ellis Zorro,Remigijus Ziausys,Ellis Zorro,pts,4,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2018-03-03,Ellis Zorro,Toni Bilic,Ellis Zorro,tko,2,,"York Hall, London, England",https://en.wikipedia.org/wiki/Ellis_Zorro
2017-12-02,Ellis Zorro,Jindrich Velecky,Ellis Zorro,pts,4,,"York Hall , London , England",https://en.wikipedia.org/wiki/Ellis_Zorro
2026-02-28,Emiliano Vargas,Agustin Ezequiel Quintana,Emiliano Vargas,tko_corner,9,,"Desert Diamond Arena , Glendale, Arizona , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2025-11-15,Emiliano Vargas,Jonathan Montrel,Emiliano Vargas,decision_unanimous,10,,"Arena Coliseo , San Luis Potosi , Mexico",https://en.wikipedia.org/wiki/Emiliano_Vargas
2025-07-26,Emiliano Vargas,Alexander Espinosa,Emiliano Vargas,ko,1,,"The Theater at Madison Square Garden , New York City, U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2025-05-04,Emiliano Vargas,Juan Leon,Emiliano Vargas,tko,2,,"T-Mobile Arena , Las Vegas, Nevada , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2025-03-29,Emiliano Vargas,Giovannie Gonzalez,Emiliano Vargas,tko,2,,"Fontainebleau Las Vegas , Las Vegas, Nevada , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2024-09-20,Emiliano Vargas,Larry Fryers,Emiliano Vargas,tko,5,,"Desert Diamond Arena , Glendale, Arizona , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2024-06-29,Emiliano Vargas,Jose Zaragoza,Emiliano Vargas,tko,1,,"Knight Center Complex , Miami, Florida , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2024-05-18,Emiliano Vargas,Angel Varela Urena,Emiliano Vargas,ko,6,,"Pechanga Arena , San Diego, California , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2024-03-29,Emiliano Vargas,Nelson Hampton,Emiliano Vargas,decision_unanimous,6,,"Desert Diamond Arena , Glendale, Arizona , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2023-11-16,Emiliano Vargas,Brandon Mendoza,Emiliano Vargas,ko,2,,"T-Mobile Arena , Las Vegas, Nevada , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2023-09-15,Emiliano Vargas,Alejandro Guardado,Emiliano Vargas,tko,3,,"American Bank Center , Corpus Christi, Texas , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2023-08-12,Emiliano Vargas,Jorge Luis Marquez Alvarado,Emiliano Vargas,tko,2,,"Desert Diamond Arena , Glendale, Arizona , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2023-05-20,Emiliano Vargas,Rafael Jasso,Emiliano Vargas,ko,2,,"MGM Grand Las Vegas , Las Vegas, Nevada , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2023-04-01,Emiliano Vargas,Edgar Uvalle,Emiliano Vargas,ko,2,,"Hard Rock Hotel and Casino , Tulsa, Oklahoma , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2023-02-03,Emiliano Vargas,Francisco Duque,Emiliano Vargas,decision_unanimous,4,,"Desert Diamond Arena , Glendale, Arizona , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2022-11-12,Emiliano Vargas,Julio Martinez,Emiliano Vargas,ko,2,,"Big Punch Arena, Tijuana , U. S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2022-05-14,Emiliano Vargas,Mark Salgado,Emiliano Vargas,ko,1,,"The Forum , Inglewood, California , U.S.",https://en.wikipedia.org/wiki/Emiliano_Vargas
2024-05-02,Erik Bazinyan,Shakeel Phinn,,decision_split,10,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2024-01-25,Erik Bazinyan,Billi Facundo Godoy,Erik Bazinyan,tko,3,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2023-10-11,Erik Bazinyan,Ronald Ellis,Erik Bazinyan,ko,6,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
2023-06-01,Erik Bazinyan,Jose de Jesus Macias,Erik Bazinyan,decision_unanimous,10,,"Montreal Casino, Montreal, Canada",https://en.wikipedia.org/wiki/Erik_Bazinyan
